"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"7","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","988","Unnecessary qualifier 'AnnotationsUtils': 'getExtensions' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1014","Unnecessary qualifier 'AnnotationsUtils': 'getExtensions' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1046","Unnecessary qualifier 'AnnotationsUtils': 'getExtensions' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"10","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1094","Unnecessary qualifier 'AnnotationsUtils': 'getExtensions' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"11","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1136","Unnecessary qualifier 'AnnotationsUtils': 'getExtensions' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"12","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1176","Unnecessary qualifier 'AnnotationsUtils': 'getExtensions' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"13","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1238","Unnecessary qualifier 'AnnotationsUtils': 'getExtensions' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"14","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","3","1264","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"15","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1359","Unnecessary qualifier 'AnnotationsUtils': 'getExample' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"16","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1363","Unnecessary qualifier 'AnnotationsUtils': 'getExample' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"17","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1373","Unnecessary qualifier 'AnnotationsUtils': 'getSchemaFromAnnotation' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"18","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1394","Unnecessary qualifier 'AnnotationsUtils': 'getArraySchema' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"19","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1459","Unnecessary qualifier 'AnnotationsUtils': 'getExtensions' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"20","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1622","Unnecessary qualifier 'AnnotationsUtils': 'getExtensions' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"21","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1724","Unnecessary qualifier 'AnnotationsUtils': 'getArraySchema' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"22","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1736","Unnecessary qualifier 'AnnotationsUtils': 'getSchemaFromAnnotation' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"23","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","4","1744","Unnecessary qualifier 'AnnotationsUtils': 'getArraySchema' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"24","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","3","1951","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"25","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\AnnotationsUtils.java","3","1953","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\ObjectMapperFactory.java","3","298","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\ParameterProcessor.java","3","84","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\ParameterProcessor.java","3","94","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\ParameterProcessor.java","3","177","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\PrimitiveType.java","4","488","Unnecessary qualifier 'PrimitiveType': 'PARTIAL_TIME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\PrimitiveType.java","4","489","Unnecessary qualifier 'PrimitiveType': 'PARTIAL_TIME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\ReferenceTypeUtils.java","3","10","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.swagger.v3.core.util","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\main\java\io\swagger\v3\core\util\ReflectionUtils.java","3","90","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.swagger.v3.core.filter","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\test\java\io\swagger\v3\core\filter\SpecFilterTest.java","3","179","Avoid using java.lang.ThreadGroup; it is not thread safe","Multithreading","AvoidThreadGroup"
"1","io.swagger.v3.core.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\test\java\io\swagger\v3\core\oas\models\JCovariantGetter.java","3","5","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.swagger.v3.core.oas.models.composition","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\test\java\io\swagger\v3\core\oas\models\composition\AbstractBaseModelWithSubTypes.java","3","8","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.swagger.v3.core.oas.models.composition","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\test\java\io\swagger\v3\core\oas\models\composition\AbstractBaseModelWithoutFields.java","3","8","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.swagger.v3.core.oas.models.composition","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\test\java\io\swagger\v3\core\oas\models\composition\AbstractModelWithApiModel.java","3","8","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.swagger.v3.core.resolving","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\test\java\io\swagger\v3\core\resolving\SimpleGenerationTest.java","4","161","Unnecessary qualifier 'java.util': 'Date' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.core.resolving","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\test\java\io\swagger\v3\core\resolving\SwaggerTestBase.java","3","10","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.swagger.v3.core.resolving","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\test\java\io\swagger\v3\core\resolving\Ticket3197Test.java","3","161","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.swagger.v3.core.resolving","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\test\java\io\swagger\v3\core\resolving\Ticket4239Test.java","3","26","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.swagger.v3.core.resolving.resources","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\test\java\io\swagger\v3\core\resolving\resources\TestObject2616.java","3","43","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.swagger.v3.core.resolving.v31.model","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-core\src\test\java\io\swagger\v3\core\resolving\v31\model\Address.java","4","43","Unnecessary qualifier 'CountryEnum': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.integration","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-integration\src\main\java\io\swagger\v3\oas\integration\GenericOpenApiContext.java","3","447","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.swagger.v3.jaxrs2","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-jaxrs2\src\main\java\io\swagger\v3\jaxrs2\Reader.java","3","266","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.swagger.v3.jaxrs2","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-jaxrs2\src\main\java\io\swagger\v3\jaxrs2\SwaggerSerializers.java","4","26","Unnecessary qualifier 'SwaggerSerializers': 'prettyPrint' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.jaxrs2.integration.resources","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-jaxrs2\src\main\java\io\swagger\v3\jaxrs2\integration\resources\BaseOpenApiResource.java","3","28","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.swagger.v3.jaxrs2.annotations","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-jaxrs2\src\test\java\io\swagger\v3\jaxrs2\annotations\AbstractAnnotationTest.java","3","18","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.swagger.v3.jaxrs2.resources","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-jaxrs2\src\test\java\io\swagger\v3\jaxrs2\resources\Address.java","4","43","Unnecessary qualifier 'CountryEnum': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.jaxrs2.resources.generics.ticket2144","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-jaxrs2\src\test\java\io\swagger\v3\jaxrs2\resources\generics\ticket2144\BaseResource.java","3","8","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Components.java","4","40","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Components.java","4","323","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Components.java","4","349","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"4","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Components.java","4","358","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"5","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Components.java","4","371","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"6","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Components.java","4","375","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"7","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Components.java","4","403","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\ExternalDocumentation.java","4","58","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\ExternalDocumentation.java","4","122","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\OpenAPI.java","4","34","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\OpenAPI.java","4","64","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\OpenAPI.java","4","327","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"4","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\OpenAPI.java","4","353","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"5","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\OpenAPI.java","4","362","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"6","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\OpenAPI.java","4","375","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"7","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\OpenAPI.java","4","379","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"8","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\OpenAPI.java","4","407","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Operation.java","4","37","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Operation.java","4","308","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Operation.java","4","336","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"4","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Operation.java","4","345","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"5","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Operation.java","4","358","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"6","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Operation.java","4","362","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"7","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Operation.java","4","392","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\PathItem.java","4","33","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\PathItem.java","4","381","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\PathItem.java","4","390","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"4","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\PathItem.java","4","403","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"5","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\PathItem.java","4","407","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"6","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\PathItem.java","4","528","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Paths.java","4","27","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Paths.java","4","53","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\Paths.java","4","88","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.callbacks","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\callbacks\Callback.java","4","55","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.callbacks","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\callbacks\Callback.java","4","84","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models.callbacks","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\callbacks\Callback.java","4","120","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.examples","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\examples\Example.java","4","213","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.headers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\headers\Header.java","4","48","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.headers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\headers\Header.java","4","230","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models.headers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\headers\Header.java","4","256","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
