"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","io.supertokens","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\ActiveUsers.java","4","27","Unnecessary qualifier 'ActiveUsers': 'updateLastActive' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\Main.java","4","106","Unnecessary qualifier 'Main': 'isTesting' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","io.supertokens","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\Main.java","4","139","Unnecessary qualifier 'Main': 'isTesting' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","io.supertokens","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\Main.java","4","284","Unnecessary qualifier 'Main': 'isTesting' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","io.supertokens","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\Main.java","4","299","Unnecessary qualifier 'Main': 'isTesting' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","io.supertokens","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\Main.java","4","312","Unnecessary qualifier 'Main': 'isTesting' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","io.supertokens","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\Main.java","4","324","Unnecessary qualifier 'Main': 'isTesting' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"7","io.supertokens","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\Main.java","4","335","Unnecessary qualifier 'Main': 'isTesting' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"8","io.supertokens","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\Main.java","3","408","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"9","io.supertokens","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\Main.java","3","487","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.supertokens.config","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java","3","642","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","io.supertokens.cronjobs","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\cronjobs\Cronjobs.java","3","68","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.supertokens.cronjobs","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\cronjobs\Cronjobs.java","4","81","Unnecessary qualifier 'Cronjobs': 'getInstance' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.cronjobs.telemetry","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\cronjobs\telemetry\Telemetry.java","4","87","Unnecessary qualifier 'Telemetry': 'getTelemetryId' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.dashboard","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\dashboard\Dashboard.java","4","117","Unnecessary qualifier 'Dashboard': 'MAX_NUMBER_OF_FREE_DASHBOARD_USERS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","io.supertokens.dashboard","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\dashboard\Dashboard.java","4","276","Unnecessary qualifier 'Dashboard': 'getAllDashboardSessionsForUser' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.emailpassword","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\emailpassword\EmailPassword.java","3","196","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.supertokens.featureflag","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\featureflag\EE_FEATURES.java","4","35","Unnecessary qualifier 'EE_FEATURES': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.featureflag","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\featureflag\FeatureFlag.java","4","50","Unnecessary qualifier 'FeatureFlag': 'ucl' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","io.supertokens.featureflag","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\featureflag\FeatureFlag.java","4","83","Unnecessary qualifier 'FeatureFlag': 'ucl' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","io.supertokens.featureflag","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\featureflag\FeatureFlag.java","4","88","Unnecessary qualifier 'FeatureFlag': 'ucl' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","io.supertokens.featureflag","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\featureflag\FeatureFlag.java","4","218","Unnecessary qualifier 'FeatureFlag': 'ucl' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","io.supertokens.featureflag","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\featureflag\FeatureFlag.java","4","220","Unnecessary qualifier 'FeatureFlag': 'ucl' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","io.supertokens.featureflag","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\featureflag\FeatureFlag.java","4","223","Unnecessary qualifier 'FeatureFlag': 'ucl' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.inmemorydb","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\ConnectionPool.java","4","56","Unnecessary qualifier 'ConnectionPool': 'getInstance' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.inmemorydb","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\Start.java","4","1652","Unnecessary qualifier 'javax.annotation': 'Nullable' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.supertokens.inmemorydb","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\Start.java","4","1653","Unnecessary qualifier 'javax.annotation': 'Nullable' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\EmailPasswordQueries.java","4","501","Unnecessary qualifier 'EmailPasswordQueries': 'getUserInfoUsingId_Transaction' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","625","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","633","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"3","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","661","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"4","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","671","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"5","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","676","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"6","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","683","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"7","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","685","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"8","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","691","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"9","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","694","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"10","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","698","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"11","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","727","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"12","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","734","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"13","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","739","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"14","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","746","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"15","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","748","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"16","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","754","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"17","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","757","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"18","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","761","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"19","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","848","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"20","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java","3","850","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\PasswordlessQueries.java","4","300","Unnecessary qualifier 'PasswordlessQueries': 'createCode_Transaction' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\PasswordlessQueries.java","4","638","Unnecessary qualifier 'PasswordlessQueries': 'getCodesOfDevice_Transaction' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\PasswordlessQueries.java","4","688","Unnecessary qualifier 'PasswordlessQueries': 'getCodeByLinkCodeHash_Transaction' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\PasswordlessQueries.java","4","901","Unnecessary qualifier 'PasswordlessQueries': 'getUserById_Transaction' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\SessionQueries.java","3","307","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\SessionQueries.java","3","311","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"3","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\SessionQueries.java","3","313","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","io.supertokens.inmemorydb.queries","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\ThirdPartyQueries.java","4","456","Unnecessary qualifier 'ThirdPartyQueries': 'getUserInfoUsingUserId_Transaction' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.multitenancy","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\multitenancy\Multitenancy.java","3","369","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.supertokens.multitenancy","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\multitenancy\Multitenancy.java","3","391","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","io.supertokens.multitenancy","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\multitenancy\Multitenancy.java","3","427","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.supertokens.output","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\output\Logging.java","3","114","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.supertokens.output","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\output\Logging.java","4","219","Unnecessary qualifier 'Logging': 'ANSI_RED' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","io.supertokens.output","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\output\Logging.java","4","219","Unnecessary qualifier 'Logging': 'ANSI_RESET' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.passwordless","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\passwordless\Passwordless.java","3","108","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.supertokens.passwordless","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\passwordless\Passwordless.java","3","138","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","io.supertokens.passwordless","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\passwordless\Passwordless.java","3","501","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.supertokens.session","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\session\Session.java","3","914","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.supertokens.session.accessToken","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\session\accessToken\AccessToken.java","4","145","Unnecessary qualifier 'AccessToken': 'getInfoFromAccessToken' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.session.jwt","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\session\jwt\JWT.java","4","43","Unnecessary qualifier 'JWT': 'HEADERv1' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","io.supertokens.session.jwt","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\session\jwt\JWT.java","4","50","Unnecessary qualifier 'JWT': 'HEADERv2' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","io.supertokens.session.jwt","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\session\jwt\JWT.java","4","60","Unnecessary qualifier 'JWT': 'HEADERv1' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","io.supertokens.session.jwt","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\session\jwt\JWT.java","4","60","Unnecessary qualifier 'JWT': 'HEADERv2' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","io.supertokens.session.jwt","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\session\jwt\JWT.java","4","74","Unnecessary qualifier 'JWT': 'HEADERv1' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","io.supertokens.session.jwt","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\session\jwt\JWT.java","4","78","Unnecessary qualifier 'JWT': 'HEADERv2' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.session.refreshToken","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\session\refreshToken\RefreshToken.java","4","148","Unnecessary qualifier 'TYPE': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.signingkeys","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\signingkeys\JWTSigningKey.java","4","109","Unnecessary qualifier 'SupportedAlgorithms': 'RS256' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","io.supertokens.signingkeys","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\signingkeys\JWTSigningKey.java","4","133","Unnecessary qualifier 'JWTSigningKey': 'getInstance' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","io.supertokens.signingkeys","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\signingkeys\JWTSigningKey.java","3","134","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"4","io.supertokens.signingkeys","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\signingkeys\JWTSigningKey.java","3","228","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"5","io.supertokens.signingkeys","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\signingkeys\JWTSigningKey.java","3","281","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.supertokens.storageLayer","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\storageLayer\StorageLayer.java","4","60","Unnecessary qualifier 'StorageLayer': 'ucl' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","io.supertokens.storageLayer","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\storageLayer\StorageLayer.java","4","112","Unnecessary qualifier 'StorageLayer': 'ucl' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","io.supertokens.storageLayer","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\storageLayer\StorageLayer.java","4","117","Unnecessary qualifier 'StorageLayer': 'ucl' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","io.supertokens.storageLayer","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\storageLayer\StorageLayer.java","4","174","Unnecessary qualifier 'StorageLayer': 'ucl' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","io.supertokens.storageLayer","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\storageLayer\StorageLayer.java","4","176","Unnecessary qualifier 'StorageLayer': 'ucl' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","io.supertokens.storageLayer","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\storageLayer\StorageLayer.java","4","179","Unnecessary qualifier 'StorageLayer': 'ucl' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"7","io.supertokens.storageLayer","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\storageLayer\StorageLayer.java","4","211","Unnecessary qualifier 'StorageLayer': 'getNewStorageInstance' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.supertokens.thirdparty","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\thirdparty\ThirdParty.java","3","219","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.supertokens.totp","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\totp\Totp.java","3","140","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.supertokens.useridmapping","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\useridmapping\UserIdMapping.java","3","96","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.supertokens.userroles","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\userroles\UserRoles.java","3","96","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.supertokens.utils","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\utils\ConfigMapper.java","3","116","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.supertokens.utils","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\utils\Utils.java","4","147","Unnecessary qualifier 'Utils': 'hashSHA256Bytes' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","io.supertokens.utils","C:\User\arun\Assignment 2_summer\super-tokens\supertokens-core\src\main\java\io\supertokens\utils\Utils.java","4","152","Unnecessary qualifier 'Utils': 'hashSHA256Bytes' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
