"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"2","com.alibaba.datax.plugin.writer.adswriter.load","C:\User\arun\Assignment 2_summer\alibaba\DataX\adswriter\src\main\java\com\alibaba\datax\plugin\writer\adswriter\load\AdsHelper.java","3","188","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","com.alibaba.datax.plugin.writer.adswriter.load","C:\User\arun\Assignment 2_summer\alibaba\DataX\adswriter\src\main\java\com\alibaba\datax\plugin\writer\adswriter\load\AdsHelper.java","3","195","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"4","com.alibaba.datax.plugin.writer.adswriter.load","C:\User\arun\Assignment 2_summer\alibaba\DataX\adswriter\src\main\java\com\alibaba\datax\plugin\writer\adswriter\load\AdsHelper.java","3","301","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"5","com.alibaba.datax.plugin.writer.adswriter.load","C:\User\arun\Assignment 2_summer\alibaba\DataX\adswriter\src\main\java\com\alibaba\datax\plugin\writer\adswriter\load\AdsHelper.java","3","308","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"6","com.alibaba.datax.plugin.writer.adswriter.load","C:\User\arun\Assignment 2_summer\alibaba\DataX\adswriter\src\main\java\com\alibaba\datax\plugin\writer\adswriter\load\AdsHelper.java","3","315","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"7","com.alibaba.datax.plugin.writer.adswriter.load","C:\User\arun\Assignment 2_summer\alibaba\DataX\adswriter\src\main\java\com\alibaba\datax\plugin\writer\adswriter\load\AdsHelper.java","3","404","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"8","com.alibaba.datax.plugin.writer.adswriter.load","C:\User\arun\Assignment 2_summer\alibaba\DataX\adswriter\src\main\java\com\alibaba\datax\plugin\writer\adswriter\load\AdsHelper.java","3","411","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"9","com.alibaba.datax.plugin.writer.adswriter.load","C:\User\arun\Assignment 2_summer\alibaba\DataX\adswriter\src\main\java\com\alibaba\datax\plugin\writer\adswriter\load\AdsHelper.java","3","418","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","com.alibaba.datax.plugin.writer.adswriter.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\adswriter\src\main\java\com\alibaba\datax\plugin\writer\adswriter\util\AdsUtil.java","4","149","Unnecessary qualifier 'AdsUtil': 'prepareJdbcUrl' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.plugin.writer.adswriter.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\adswriter\src\main\java\com\alibaba\datax\plugin\writer\adswriter\util\AdsUtil.java","4","171","Unnecessary qualifier 'AdsUtil': 'prepareJdbcUrl' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","68","Unnecessary qualifier 'StringCast': 'datetimeFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","69","Unnecessary qualifier 'StringCast': 'datetimeFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","70","Unnecessary qualifier 'StringCast': 'dateFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","71","Unnecessary qualifier 'StringCast': 'dateFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","72","Unnecessary qualifier 'StringCast': 'timeFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","73","Unnecessary qualifier 'StringCast': 'timeFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"7","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","74","Unnecessary qualifier 'StringCast': 'extraFormats' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"8","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","77","Unnecessary qualifier 'StringCast': 'timeZone' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"9","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","78","Unnecessary qualifier 'StringCast': 'timeZone' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"10","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","79","Unnecessary qualifier 'StringCast': 'timeZoner' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"11","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","79","Unnecessary qualifier 'StringCast': 'timeZone' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"12","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","81","Unnecessary qualifier 'StringCast': 'datetimeFormatter' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"13","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","82","Unnecessary qualifier 'StringCast': 'datetimeFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"14","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","82","Unnecessary qualifier 'StringCast': 'timeZoner' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"15","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","83","Unnecessary qualifier 'StringCast': 'dateFormatter' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"16","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","84","Unnecessary qualifier 'StringCast': 'dateFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"17","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","84","Unnecessary qualifier 'StringCast': 'timeZoner' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"18","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","85","Unnecessary qualifier 'StringCast': 'timeFormatter' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"19","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","86","Unnecessary qualifier 'StringCast': 'timeFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"20","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","86","Unnecessary qualifier 'StringCast': 'timeZoner' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"21","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","88","Unnecessary qualifier 'StringCast': 'encoding' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"22","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","89","Unnecessary qualifier 'StringCast': 'encoding' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"23","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","98","Unnecessary qualifier 'StringCast': 'datetimeFormatter' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"24","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","103","Unnecessary qualifier 'StringCast': 'dateFormatter' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"25","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","109","Unnecessary qualifier 'StringCast': 'timeFormatter' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"26","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","114","Unnecessary qualifier 'StringCast': 'extraFormats' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"27","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","116","Unnecessary qualifier 'StringCast': 'timeZoner' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"28","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","127","Unnecessary qualifier 'StringCast': 'timeZoner' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"29","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","140","Unnecessary qualifier 'StringCast': 'encoding' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"30","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","159","Unnecessary qualifier 'DateCast': 'timeZone' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"31","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","162","Unnecessary qualifier 'DateCast': 'datetimeFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"32","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","164","Unnecessary qualifier 'DateCast': 'timeFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"33","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","166","Unnecessary qualifier 'DateCast': 'dateFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"34","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","168","Unnecessary qualifier 'DateCast': 'timeZone' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"35","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","169","Unnecessary qualifier 'DateCast': 'timeZone' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"36","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","170","Unnecessary qualifier 'DateCast': 'timeZoner' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"37","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","170","Unnecessary qualifier 'DateCast': 'timeZone' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"38","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","181","Unnecessary qualifier 'DateCast': 'dateFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"39","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","182","Unnecessary qualifier 'DateCast': 'timeZoner' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"40","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","184","Unnecessary qualifier 'DateCast': 'timeFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"41","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","185","Unnecessary qualifier 'DateCast': 'timeZoner' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"42","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","188","Unnecessary qualifier 'DateCast': 'datetimeFormat' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"43","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","188","Unnecessary qualifier 'DateCast': 'timeZoner' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"44","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","201","Unnecessary qualifier 'BytesCast': 'encoding' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"45","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\ColumnCast.java","4","202","Unnecessary qualifier 'BytesCast': 'encoding' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\DateColumn.java","4","91","Unnecessary qualifier 'java.sql': 'Time' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\OverFlowUtil.java","4","23","Unnecessary qualifier 'OverFlowUtil': 'MAX_LONG' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\OverFlowUtil.java","4","24","Unnecessary qualifier 'OverFlowUtil': 'MIN_LONG' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\OverFlowUtil.java","4","29","Unnecessary qualifier 'OverFlowUtil': 'isLongOverflow' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.common.element","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\element\OverFlowUtil.java","4","54","Unnecessary qualifier 'OverFlowUtil': 'isDoubleOverFlow' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.common.statistics","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\statistics\PerfTrace.java","3","152","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","com.alibaba.datax.common.statistics","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\statistics\PerfTrace.java","3","335","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","com.alibaba.datax.common.statistics","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\statistics\PerfTrace.java","3","343","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"4","com.alibaba.datax.common.statistics","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\statistics\PerfTrace.java","3","415","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"5","com.alibaba.datax.common.statistics","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\statistics\PerfTrace.java","3","468","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","com.alibaba.datax.common.statistics","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\statistics\VMInfo.java","4","87","Unnecessary qualifier 'VMInfo': 'isSunOsMBean' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.common.statistics","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\statistics\VMInfo.java","4","89","Unnecessary qualifier 'VMInfo': 'getLongFromOperatingSystem' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.common.statistics","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\statistics\VMInfo.java","4","90","Unnecessary qualifier 'VMInfo': 'getLongFromOperatingSystem' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.common.statistics","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\statistics\VMInfo.java","4","91","Unnecessary qualifier 'VMInfo': 'getLongFromOperatingSystem' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","com.alibaba.datax.common.statistics","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\statistics\VMInfo.java","4","92","Unnecessary qualifier 'VMInfo': 'getLongFromOperatingSystem' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","com.alibaba.datax.common.statistics","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\statistics\VMInfo.java","4","136","Unnecessary qualifier 'VMInfo': 'isSunOsMBean' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","68","Unnecessary qualifier 'Configuration': 'from' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","121","Unnecessary qualifier 'Configuration': 'from' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","121","Unnecessary qualifier 'Configuration': 'toJSONString' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","128","Unnecessary qualifier 'Configuration': 'from' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","128","Unnecessary qualifier 'Configuration': 'toJSONString' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","200","Unnecessary qualifier 'Configuration': 'from' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","200","Unnecessary qualifier 'Configuration': 'toJSONString' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","479","Unnecessary qualifier 'Configuration': 'from' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","479","Unnecessary qualifier 'Configuration': 'toJSONString' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"10","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","551","Unnecessary qualifier 'Configuration': 'from' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"11","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","551","Unnecessary qualifier 'Configuration': 'toJSONString' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
